Texto,Tipo
quem gosta de muvuca venha quinta sexta e sabado,1
quem gosta de vir para comer opte pelos horarios antes das domingo segundas e tercas,1
fui na edicao de superou todas as minhas quatro pavilhoes com shows em todos uma mini cidade com lojas e uma grande area coberta para alimentacao com comidas tipicas dentre outras,1
ao lado do centro de eventos um parque de diversao,1
em resumo vou voltar com certeza,1
dicas reserve sua hospedagem com muita antecedencia e so ande de taxi e afins,1
festa tradicional e participei de todas as edicoes ate agora,1
instalacoes amplas e bem organizada,1
ampla variedade de cervejas,1
ambiente agradavel com limite de pessoas estabelecido afim de ter seguranca e conforto boa bebida boa comida e lindas opcoes,1
ja fui na oktoberfest vezes,1
fui a primeira vez e gostei tanto que tive que ir no ano seguinte,1
e se pudesse iria todos os anos pois a festa eh mt boa,1
nao eh so um festival de cerveja eh um festival de cultura eh mt animado e retrata a cultura alema mt presente no sul no brasil,1
a festa acontece em e a maioria das pessoas se hospedam em balneario camboriu que eh proxima a blumenau e tem atracoes fora a festa da oktober,1
a cidade toda de blumenau fica em festa tem varios desfiles e competicoes de chopps a metro isso durante o dia,1
a noite a festa se estende para os pavilhoes onde tem os quiosques das cervejarias patrocinadoras e as lanchonetes e restaurantes nas pracas de alimentacao,1
quem procura a opcao de camarote recomendo para quem bebe mesmo e quem nao tem mta paciencia para filas pois os banheiros sempre sao cheios e as lanchonetes tambem,0
nos anos que fui a cerveja patrocinadora era a eisenbahn que eu amo,1
dica quando chegar a festa compre um copo personalizado da oktober com um cordao para pendurar no pescoco pois evita que fique o tempo todo tendo que tomar conta do copo caso nao esteja com bebida todos mundo la faz isso,1
tem varias lojinhas na entrada que vendem,1
aos amantes da cultura alema o oktoberfest e padrao de excelencia uma mistura de cultura culinaria e festejos,1
esse ano irei retornar tudo indica,1
se voce gosta de cerveja e festa nao tem motivos para nao gostar da oktoberfest,1
mas venha sabendo que os precos principalmente das refeicoes nao saem muito baratos,0
destaques para o hamburguer de pato e batata recheada com linguica blumenau,1
se nao gosta de grandes multidoes evite o feriado e as sextas e sabados que sao os momentos de grande lotacao,0
mesmo durante a semana voce vera bandas com musica alema grupos de danca folclorica e podera desfrutar de alguns exemplares de cerveja gelada,1
a festa e maravilhosa principalmente para quem gosta de cerveja,1
a culinaria e muito saborosa e a festa em si muito divertida,1
vale a pena,1
local para quem adora festa e conhecer pessoas de outros locais indicado para familia casais para tds os publicos,1
excelente festa do chope e cervejas artesanais localizada na cidade nacional das cervejas blumenau a festa e de tradicao alema com comida tipica e muita danca,1
as pessoas com trajes tipico tem desconto na entrada,1
as musicas no ritmo alemao encantam a festa,1
durante a semana a festa e mais indicada para casais e familia,1
fins de semana para adultos,1
super recomendo,1
blumenau e muito conhecida pela festa alema a cada ano que passa a organizacao esta melhor chopp de qualidade e comida tipica otima,1
vale a pena conferir se estiver na cidade em outubro,1
podendo ser melhor aproveitada com a familia durante o dia alem da festa ainda ha o parque de diversoes,1
ja e o segundo ano que vou para a oktoberfest,1
festa democratica familia e muito organizada,1
sempre me hospedo proximo a festa que da para ir andando,1
a segunda festa alema mais tradicional do mundo com muitas cervejas artesanais comida tipica e musica,1
diversao garantia,1
eu amo essa festa desde a primeira vez que fui ja me encantei por toda a tradicao,1
eu que tenho descendencia alema particularmente adoro um bom chopp e comida tipica la sem duvidas eu encontro tudo isso e ainda faco amizades com pessoas do brasil inteiro que vao prestigiar o evento,1
lugar bom para quem gosta de um bom shop,1
boa musica atracoes variadas porem com criancas do mesmo horario diurno a noite do bebedeira mas vale a pena lindo local,1
tudo de bom diversao garantida festa que alem de remontar a tradicao de um povo possibilita integracao nacional,1
disparada a melhor festa germanica fora da alemanha,1
dias de festa e alegria com desfiles cerca de mil pessoas desfilando,1
os pavilhoes da vila germanica de blumenau recebem e acomodam bem todos os visitantes,1
aproveitem para tomar muito chopp de trigo weissbier e de vinho os melhores em especial os da cervejaria eisenbahn isso tudo com um marrreco recheado faz a festa ficar melhor ainda,1
muito bom nunca tinha ido e adorei a experiencia chopp e comidas deliciosos os shows tipicos muito divertidos ambiente bom para todos os publicos volto facil p la,1
o unico problema na minha opiniao sao as filas enormes tanto para comprar as coisas como p banheiro poderiam melhorar a estrutura nessa parte,0
otima festa,1
a maior das americas,1
precisa melhorar a estrutura para evitar filas que ainda sao constantes,0
o resto e so alegria,1
todos devem conhecer esta festa tradicional por pelo menos uma vez na vida com comidas bebidas e musicas tipicas alema,1
a dica e que a festa nos ultimos anos ja nao e open bar devendo se comprar o chopp individualmente o que pode gerar filas para a compra dos tickets para retirar a bebida,0
se puder ficar nos camarotes ai sim open bar o valor e mais alto porem vale muito a ficaadica,1
inumeras pessoas vestidas de forma brega sorrindo pulando cantando e erguendo a caneca muito divertido,1
a comida e tipica tudo tem carne de pato,1
o banheiro e cheio,0
muito bom o desfile e lindo as pessoas super animadas cerveja para tudo qdo e lado muita comida boa e tipica da regiao voltaria com certeza,1
a melhor festa alema do pais otimo para reunir amigos familias e casais comida tipica chopp artesanal ambiente familiar respeitando as adversidades muita diversao e alegria,1
nos estivemos no desfile no centro da cidade muito interessante com varios atrativos quanto aos pavilhoes muita musica onde grupos apresentam varias coreografias e o publico entra na danca,1
a gastronomia e abundante e diferenciada e diversificada atendendo a todos os gostos,1
dei sorte de chegar no dia que estava acontecendo o sommerfest,1
acontece entre os dia a de janeiro,1
comprei alguns suvinis e claro tomei uns chopes rsrsrs pq ninguem e de ferro,1
excelente,1
festa organizada e muito divertida,1
vale muito a pena conhecer,1
experiencia unica para pessoas de qualquer idade,1
a festa e maravilhosa o clima e super animado todo mundo vai la pra beber chopp de qualidade e se divertir nao vi nenhuma confusao no dia que estive la,1
os pavilhoes sao gigantescos e cada um tem uma banda alema cantando o povo danca canta e se diverte muito,1
o valor da entrada e justo e acessivel e se voce se programar bem pode assistir aos desfiles de rua nos dias certos,1
a comida tambem e deliciosa,1
acrescento que vale a pena aproveitar a cidade para conhecer as cervejarias artesanais que tambem sao maravilhosas,1
melhor festa alema do brasil,1
show de bola para quem quer curtir com os amigos namorada ou familia e principalmente para quem quer tomar uma boa cerveja,1
eu achei a festa muito boa um clima super animado as pessoas realmente se divertem,1
apesar de eu nao estar consumindo o famoso chopp aproveitei bem a festa com as comidas tipicas,1
vale muito a pena visitar,1
no dia eu que nos fomos a entrada mais,1
a festa e muito legal a cidade inteira para o evento,1
a pracinha de tarde e a parte mais legal,1
se voce vai na festa se programe pra ir de tarde e aproveitar o desfile e a praca,1
ja serve de esquenta pro parque,1
moro em blumenau por isso posso dar minha opiniao como morador e vivente da cidade,1
como cidadao a festa e um transtorno para a cidade porque a demanda de pessoas que vem e muito grande geralmente jovens que sob efeito de cerveja farta e deliciosa mais,0
festa tipica da cidade de blumenau muito familiar durante o dia a noite nao posso informar comida otima mas com precinho meio alto cerveja artesanal,1
tive o maior prazer de poder conhecer um pouco da tradicao alema no brasil nessa festa magnifica,1
o evento e tradicionalmente lindo com excelente muita e a comida entao,1
e de salivar so de lembrar as delicias que comi,1
e do tipo de lugar que mais,1
desde a decada de a oktoberfest vem se renovando ano a ano e continua muito boa ainda mais agora voltando as origens com toda a tradicao que tem desfiles nas ruas carros alegoricos diferentes competicoes de chope em metro muita comida tipica e gostosa mais,1
e um local muito divertido muito chopp e muita comida tipica alema gente bonita boas bandas algumas vindas da alemanha tem tambem vezes por semana o desfile tradicional no centro da cidade todos ficam empolgados com as musicas e dancas dificil resistir,1
uma das maiores oktoberfests do mundo e a maior do brasil a festa e um lugar para dancar beber chope comer comidas tipicas alemas e se divertir,1
localizado na vila germanica voce encontra locacoes com arquiteturas alemas e muita gente trajada a de fritz e mais,1
a festa foi criada para alegrar os blumenauenses depois das grandes enchentes so que a cada ano a festa fica mais grande e mais linda,1
hoje vem gente de varias partes do brasil e do mundo,1
para quem gosta de festas lotadas com muitas pessoas mais,0
a festa esta voltando a ser um evento de qualidade alegre e divertido tal como era a proposta inicial,1
vale a pena,1
bem legal interessante masssss ate certo horario,1
para quem vai com criancas e mulher o ideal e durante o dia,1
a noite em determinada hora vira ninguem e de ninguem complicado,0
mas a festa e boa comida tipica alema muito chopp o negocio e saber mais,1
muito chop e cerveja gelada pratos tipicos e musicas tipicas da alemanha,1
uma festa bem familiar,1
pode levar bebe de colo ao mais velhinho,1
tranquila e sossegada,1
lugar bom para passear comer e beber um chocolate quente embora a cervejaria que explode de gente ali,1
mas vale sair para curtir o local,1
muito bonito mostra raizes da cultura de blumenau a sua forte europeia,1
visitei em setembro de foi a nossa primeira visita ficamos encantados com tamanha organizacao seguranca e principalmente a limpeza a todo instante tinha profissionais desta area deixando tudo muito limpo,1
 aos que preferem um ambiente menos lotado recomendo evitar o sabado a noite pois mais,0
visitei num domingo proximo as consegui estacionar proximo nao paguei ingresso conseguia acesso aos bares com facilidade e mesa para sentar foi muito bom recomendo,1
acredito que em horarios de shows nos sabados ou sextas deva ser muito mais complicado,0
festa tradicional alema muito animada com apresentacoes de bandas locais e internacionais que animam o publico,1
alem disso o lugar apresenta uma estrutura muito boa com mesas bancos banheiros sempre limpos,1
outro ponto muito positivo e a diversidade de cervejas presentes na festa desde a mais,1
um local com restaurantes lojas com roupas suvenir artesanatos objetos tipicos da cidade,1
e bem organizado e limpo com a arquitetura bem caracteristica da alemanha,1
mas fora de temporadas das festas apenas para uma rapida passada para fotos ou comer,1
show de festa muito bom bom para todos pode ir com a familia e criancas que todos aproveitam o chopp e demais e o preco e bom grande variedade de comidas e bebidas e tudo com precos acessiveis recomendo a todos,1
fomos de tarde pois estavamos com familia e crianca mas aproveitamos bastante,1
muita gente mas sem empurra empurra ou confusao,1
para casais e familias recomendam ir de tarde pois de noite o negocio e mais loco,1
cerveja boa musica boa energia boa comida deliciosa vale muito a pena fui com minha familia todos nos divertimos muito,1
surpresa positiva,1
local extremamente seguro e limpo,1
as tardes e possivel ver muitas criancas se divertindo com pais e avos,1
alimentacao com um preco justo,1
recomendo muito e voltarei ano que vem,1
tradicao cultural e indiscutivel e esta e uma festa tipicamente tradicional,1
possui ambiente para todos os gostos inclusive familiar,1
a vila e a principal atracao regada a muitos chopps de diversos tipos vinho tradicional cafe chocolate,1
vale a pena,1
festa cada ano melhor,1
boa gastronomia bons chopps,1
cada ano que passa a festa esta com uma qualidade superior,1
recomendo visitar a festa durante o dia nos finais de semana,1
ambiente familiar,1
ein prosit,1
festa maravilhosa este e o segundo ano que participo e cada vez fica melhor,1
bebemos dancamos e nos divertimos muito,1
amei o desfile,1
riqueza cultural e claro muito chopp,1
uma festa com pessoas bonitas alegres e muito educadas,1
cervejas e chopps para todos os gostos,1
uma delicia de festa,1
a festa deste ano surpreendeu na organizacao e limpeza nos pavilhoes principalmente no setor de alimentacao onde havia uma equipe sempre a dias que estive foram de menor movimento onde a quantidade de banheiros femininos atendeu a demanda,1
vale pontuar o lounge que montaram dando mais conforto e privacidade ao publico feminino neste quesito estava num preco acessivel e com diversidade,1
a alimentacao estava otima embora pudesse haver mais opcoes o que tinha estava muito bem preparado e o custo tambem acessivel nao barato mas justo ,1
que me decepcionou um pouco foi o desfile onde entra ano sai ano ainda mais espaco para engenhocas motorizadas sufocando cada vez mais os grupos tradicionalistas diminuindo cada vez mais o espaco dos grupos de dancas folcloricas,0
o que e de fato tradicional vem perdendo espaco dando lugar a um suposto tradicionalismo representado por mais estava otima,0
pra quem procura uma festa animada com muita musica alema e diversidade de chope e comida tipica alema esse e o lugar certo,1
festa maravilhosa bem organizada com muitas opcoes de comidas e bebidas a festa e imperdivel para quem gosta de cerveja e para quem gosta ou quer conhecer as tradicoes alemas,1
quem pensa que oktober e so uma festa junto a ela acontecem tradicoes gastronomia e bebidas focadas na cultura europeia,1
vale muito a pena conhecer um pouco destas tradicoes,1
evento sensacional organizacao incrivel infraestrutura gigantesca,1
o lugar limpissimo mesmo com mais de mil pessoas na festa,1
essa festa e muito boa mas vejo que ja foi melhor,0
sao varias artesanais que se encontra na oktoberfest e ha tambem varias comidas tipicas dependendo dos dias durante a semana por exemplo sao otimos para familiares e quem quer mesmo festa vai aos finais de semana curtir vale a pena sim pra quem curti festa e cervejas,1
qualquer nota e pequena diante do evento que encanta a todos que o curtem,1
seja na alegria das bandas diferentes seja na gastronomia ou no povo que frequenta,1
sem contar a cidade que tudo faz para que vc se sinta a vontade no seu maior evento,1
a oktoberfest blumenau me surpreendeu com a infraestrutura do local as variadas opcoes da comida tipica alema e o chopp logico,1
a festa e muito animada varios ambientes com som ao vivo,1
tambem com varias lojinhas de produtos tipicos,1
recomendo a todos,1
sou suspeita para falar adoro quando surgiu em minha filha tinha ano,1
nunca perdemos um programa que deveria estar na agenda de todos os brasileiros,1
eu acho que sim,1
animado familiar divertido maravilha venha conhecer,1
fui na estreia da oktoberfest esse ano e achei sensacional,1
o desfile e grande e imperdivel mostra de uma forma incrivel a tradicao alema e os costumes de blumenau,1
a energia de quem desfila e contagiante e acabou rendendo alguns chopps e risadas,1
no pavilhao tambem e sensacional com musicas alemas muita bebida e comidas tipicas,1
estive la no periodo da tarde e gostei bastante,1
apesar de ter muita gente tinha uma infraestrutura muito boa de banheiros caixas e lugares pra comprar cerveja e comida,1
a oktoberfest em blumenau e muito animada,1
fui de segunda a quarta da ultima semana para quem nao gosta de lugar muito cheio ir no inicio da semana e melhor pq a partir de quarta comeca a ficar muito movimentado,0
o problema e que na segunda e terca a festa termina a meia noite,0
o chope de ml custava reais comum e reais cervejas especiais,1
dentro do parque tem tres pavilhoes nos quais acontecem shows disputa do chope de metro dancas tipicas,1
quem vai vestido a carater entra de graca eu fui e e muito legal vc se sente na alemanha mesmo muitas pessoas de todas as idades vao a carater,1
nesse ano de a entrada custava dez reais,1
estacionar perto nao e facil fomos a pe todos os dias,0
te um estacionamento proprio da festa mas nao sei o valor,1
numa das noites choveu muito e o estacionamento ficou congestionado,0
tambem em razao da chuva nao aconteceu o desfile que parece ser muito bonito mas os carros alegoricos ficaram estacionados dentro da festa,1
eu recomendo a oktoberfest,1
evento bom para ir com,1
espaco grande e arejado estrutura excelente muitos estandes de cerveja comida boa cerveja otima,1
a musica e tipica em portugues ou alemao ou rock o que eu amei,1
nao ouvi nada da modinha,1
a festa tambem e para familias inteiras,1
vi criancas adultos e senhores com roupas tipicas a ser divertir,1
nao confunda com carnaval por favor pois cheguei a ver algumas pessoas achando que era bagunca mas poucas o local esta sempre limpo tambem com pessoas bonitas e alegres preferi a festa da sexta porque o pavilhao estava menos lotado,1
no sabado estava muito cheio e por isso as filas dos banheiros cresceram bastante unico ponto negativo,0
uma das melhores festas que ja fui,1
realizei um sonho inda a blumenau e principalmente a fomosa oktoberfest blumenau,1
meu unico problema foi poucos dias de estadia ai,1
na proxima vou programar mais dias,1
excelente opcao para quem gosta de ficar saboreando excelentes cervejas,1
apesar de na edicao de ter um parque de diversoes para criancas e adolescentes nao achei um local adequado para criancas abaixo de anos porque nao ha muita opcao de entretenimento para essa faixa etaria,0
para quem nao bebe tambem nao recomendo,0
fomos para a oktoberfest apos assistir ao desfile,1
e muito legal,1
eu sempre vi os alemaes serios e durante a festa se esbaldam,1
ficam alegres bebem cantam e dancam,1
muito legal participar dessa festa,1
queremos ir novamente no proximo ano,1
a festa e super animada e regada a muito chopp de diversas marcas,1
ha tambem as cervejas pilsen para quem e amante deste tipo de bebida,1
o parque vila germanica e agradavel porem precisa organizar melhor o estacionamento,0
na minha opiniao os souveniers vendidos nos estabelecimentos no interior da vila germanica nao sao baratos e a alimentacao tambem nao e,0
amei a experiencia de ir na festa,1
me diverti muito bebi comi dancei,1
a estrutura e muito boa,1
muitos ambientes externos pavilhoes muito banheiros bares e restaurantes,1
valor acessivel,1
um barril de chope e muito pouco pra nos,1
que festao do tipo que atrai muita gente mas muita mesma,1
voce so consegue ter a dimensao estando la dentro,1
desde o comeco eu fico no pavilhao em que estiver rolando musica alema atualmente e o biergarten,1
minha referencia positiva da festa tem muito dessa relacao,1
nao gosto muito do perfil vida louca que a galera geralmente fica nos demais pavilhoes,0
mas vamos ao que interessa musica que voce nao entende nada mas sai da festa sabendo a letra boas cervejas e aquele povo bonito e bem trajado,1
se tiver melhor so pode ser em munique mesmo mas tenho a impressao de que la e outra coisa,1
ein prosit blumenau,1
a festa e excelente mas falta banheiros quimicos formando filas enormes,0
acho que pra uma festa que recebe milhares de pessoas deveriam colocar filas e mais filas de banheiros,0
ao chegar la confesso que achei que haveria uma serie de adolescentes namorando e bebados mas foi o contrario,1
haviam stands de campeonato de serrar tronco palcos com bandas e coreografias interativas a da marreca foi otima organizado sem confusao parede de escalada policiamento local banco dentro do evento bandas nacionais e internacionais,1
tudo isso por apenas r o ingresso individual nao meia,1
adorei o hamburguer de linguica blumenau adorei o chopps adorei as bandas coreografias disputas personagens tudo,1
isso sem falar que nao fui para a area com brinquedos para criancas tinha ate roda gigante,1
coisa bem familiar respeitosa e organizada,1
quero ir proximo ano,1
muito bom,1
vai coincidir com o evento anual de oceanografos entao amigos do brasil inteiro virao o que tornara muito melhor,1
mal possso esperar,1
muita alegria pessoas animadas gente bonita e outras nem tanto,1
bebidas que agradam todos os paladares,1
morei anos ao lado dos pavilhoes hj moro em sp e volto todos os anos,1
acho que neste ano ate os taxis estavam mais organizados,1
em fim quem puder va em,1
a vila germanica e um local limpo e agradavel,1
as diversas lojas sao otimas para comprar souvenirs,1
os grupos de musica tipica sao bons e animam bastante a festa,1
indico irem dias de semana menos de sabado fui na sexta e achei tudo o maximo tudo muito organizado ,1
ja no sabado estava muito cheio e nao consegui aproveitar,0
adoro carnaval ja fui na marques de sapucai micaretas etc adoro show tambem ja fui no rock in rio entre outros de rock mas nada se compara a oktoberfest e tudo otimo,1
foi com minha esposa e nao tive nenhum problema,1
as pessoas sao educadas e por mais que esteja cheio eles conseguem organizar,1
estivemos no sabado e na segunda os dois dias foram otimos,1
as excelentes cervejas sempre geladas com comidas tipicas e muita musica alema ein prosit,1
ein prosit,1
uma dica vale muito a pena ir para o esquenta em frente ao castelinho da havan durante a tarde,1
ficamos muito impressionados com a estrutura e organizacao da festa,1
vale muito a pena conhecer embora milhares de pessoas participem nao presenciamos brigas e confusoes muito pelo contrario e uma festa em que muitas familias e casais participam com o intuito de preservar a tradicao,1
e uma festa muito animada mas ou dias sao mais que suficientes para dancar beber muita cerveja e se divertir,1
fui com um grupo de amigos e por vezes me perguntei o que estava indo fazer la nao bebo mas me surpreendi,1
se puder voltarei mais vezes muito bem organizada,1
fui em dias e nao vi nenhuma briga,1
limpeza entao nunca vi igual em nenhum evento,1
as bandas sem comentarios super animadas,1
recomendadissimoooo,1
festa excepcional,1
tudo muito organizado e limpo,1
nem mesmo no final da festa praticamente de manha vc via sujeira no chao,1
fui sexta sabado e domingo,1
sabado sem duvidas e o dia que mais enche inclusive os ingressos acabaram,1
dentro dos pavilhoes nao dava nem pra se mexer direito a noite,0
alem dos chopps deliciosos tem varias opcoes de comidas tipica e lanches diferentes,1
minha dica sao os sanduiches do duck burguers,1
sao hamburgueres gourmet de carne de pato que eu particularmente achei muito bons,1
a unica coisa que precisam melhorar la e o numero de banheiros pois os que eles colocam nao dao conta principalmente no sabado a noite,0
tirando isso o evento e perfeito da pra ficar o dia inteiro la na vila germanica voltar pra tomar banho e trocar de roupa e retornar pra parte da,1
ano que vem volto com certeza,1
impossivel morrer sem ter ido a uma oktoberfest em blumenau,1
o evento e nota imperdivel para todas as idades,1
comidas tipicas e cervejas para todos os gostos alem do desfile e da musica alema,1
uma mega imersao cultural,1
organizacao nota dez bandas excelentes comida e bebida de primeira ambiente cheio de segurancas brigadistas e policiais circulando todos os dias,1
a equipe de limpeza tambem esta presente durante todo o evento fazendo um excelente trabalho,1
que sirva de exemplo nunca fui em outro evento no brasil tao bem organizado como a oktober blumenau,1
desde familia com suas criancas ate beberroes profissionais todos em paz convivendo no mesmo ambiente,1
parabens a organizacao,1
durante a semana e bom em qualquer horario fim de semana fica muito cheio so fica mais confortavel depois das duas da manha,1
durante a semana a festa termina as no fim de semana termina as geralmente,1
a melhor e maior festa da regiao,1
a oktoberfest e imperdivel evento familiar que mobiliza a cidade o desfile e parada obrigatoria antes da festa nos pavilhoes,1
atende todos os publicos e so ficar de olho nos horarios para a sua familia ou grupo de amigos,1
a noite a festa e muito frequentada por grupos de adultos jovens e a diversao e muito saudavel,1
quem nao foi vale a pena ir porque quem ja foi quer voltar todos os anos,1
primeira vez que visitei a festa e ja quero voltar no proximo ano,1
o evento e muito bem organizado a galera e animada e a impressao de da e que a cidade inteira entra no clima da festa,1
muitas opcoes de cervejas chops artesanais e comidas tipicas alemas,1
dessa vez fiquei hospedado em balneario camboriu e perdia muito tempo com translados mas no proximo ano pretendo voltar e ficar pelo menos tres dias em blumenau sexta sabado e domingo pra aproveitar melhor a festa,1
recomendo a oktoberfest pra quem gosta de festa farra folia e cerveja,1
uma festa muito bem organizada que consegue transmitir e preservar os valores e sabores da cultura alema para todos os visitantes,1
quanto aos sabores nao deixe de provar as comidas tipicas e o chopp artesanal,1
ha mais de anos visito a oktoberfest e a cada ano sempre me surpreendo e tenho vontade de voltar,1
a festa e muito animada boa musica boa comida e o chopp entao dispensa comentarios,1
quem gosta de dancar e de sentir uma energia muito contagiante precisa visitar e conferir e bom demais,1
se voce gosta de chopp e animacao vai adorar a festa,1
prefira os dias menos lotados pois da pra aproveitar mais as cervejarias do local,1
voltaremos com certeza,1
fiquei em balneario camboriu que e lindo queria curtir a festa e a praia fui por pacote turistico e fiquei refem dos horarios pra quem quer curtir os dois como eu aconselho ir ao lado da festa antes de entrar nos pavilhoes procurar pela placa da van que sera seu destino no meu caso era balneario camboriu pegar o numero do zap josias e conseguir um horario que vc preferir o taxi entre blumenau x balneario era de mais de reais paguei reias por pessoa,1
gente a festa e sensacional sabado enche mas vale a pena,1
a festa e boa e bem organizada em um lugar bonito e limpo,1
confesso que esperava mais para uma primeira vez nao sei se fui em um horario ruim mais nao tinha muitas atracoes tipicas alemas e a gastronomia e um pouco timida esperava maior variedade,1
pra ir com criancas recomendo durante o dia a noite e mais pra galera solteira,1
fomos durante a semana umas das melhores festas que ja fui,1
otimas cervejas artesanais e comida tipica alema,1
bandas fantasticas e um ambiente muito agradavel para curtir em casa,1
os precos nao sao abusivos e a festa e bem organizada com muitos caixas espalhados e banheiros,1
com certeza voltarei em outra oportunidade,1
uma grande festa de celebracao da vida e da cerveja precisa falar mais,1
varias opcoes de cervejas mainstream artesanais e de gastronomia,1
ambiente agradavel tanto para familias quanto para jovens,1
ja e a quarta vez que visito a festa,1
geralmente a experiencia e bem agradavel as musicas tipicas sao bem animadas,1
varias opcoes de chopps e a comida e sensacional vale muito a pena provar um pouco de cada coisa,1
o melhor dia para visitar e na sexta feira assim os pavilhoes nao ficam muito cheios permitindo andar tranquilamente alem de poucas filas para comer e ir ao banheiro,1
contagiante estar num lugar como a oktoberfest,1
fui pela primeira vez esse ano e pretendo voltar nos proximos anos,1
preco justo na cerveja,1
varios precos em media r o chopp de,1
adorei,1
a dica e se for num sabado nao esqueca de comprar antecipado,1
pois e o dia mais concorrido da festa,1
o parque vila germanica especialmente no oktoberfest traz a alemanha para o brasil,1
importante as culturas dos mais variados lugares se interagem de uma maneira super harmonica,1
a vila tem uma beleza particular e um encanto proprio,1
vale a pena se render ao charme deste lugar e a alegria contagiante desta festa,1
a oktoberfest e sensacional,1
a festa e muito bem montada com diversas opcoes de comidas tipicas,1
a variedade de tipos de chopp tambem impressiona,1
a festa e mais tranquila ate as horas depois comeca a ficar muito cheia,0
viajamos com o objetivo maior de curtir a festa chegamos na terca dia e fomos no mesmo dia estava calmo dei para curtir bastante bebeticar os diversos tipos de chopp e experimentar o buffet livre que valeu muito a pena voltaremos no proximo ano,1
a festa e excelente e o espaco e enorme,1
a parte gastronomica tem otimas opcoes e sao apresentados shows e apresentacoes o tempo todo,1
a area de alimentacao precisa de mais mesas compartilhadas pois e quase impossivel achar um lugar para sentar,0
que festa mas que festa mesmo,1
tudo muito organizado a alegria e a simpatia estampadas no rosto da pessoas com destaque para o desfile de rua e para as festas na vila germanica enfim tudo mais que perfeito,1
a festa da cerveja em blumenau e um lugar imperdivel,1
animacao desfiles shows de todos os tipos e pavilhoes que sao extremamente limpos e agradaveis para beber comer e se divertir demais,1
a oktoberfest de blumenau foi criada apos as enchentes de que arrasaram a cidade de blumenau e todo o vale do itajai,1
anteriormente no mesmo local ja era celebrada uma festa no genero denominada festival da cerveja,1
durante mais de duas semanas todas as noites ha um baile com musica tipica alema predominando muita comida tipica alema e chope chope chope,1
um dia de semana a partir das horas da manha e feito um evento especifico para a terceira idade com entrada gratuita,1
as e aos sabados ha um grande desfile tematico com bandas carros alegoricos e muita gente bonita com trajes tipicos,1
as sociedades de caca e tiro uma tradicao na regiao tambem desfilam,1
todos dos dias passa pela principal rua de blumenau o bierwaggem carro da cerveja distribuindo chope gratuito,1
nunca participei de uma festa tao bem organizada na minha vida incrivel como uma festa com muita bebida pode ser tao limpa tao harmoniosa e alegre,1
fiquei muito satisfeita com essa viagem porque a festa com certeza e uma atracao imperdivel de blumenau,1
se puderem ir no ano que vem vao nao se arrependerao,1
em visita a oktoberfest em vale a pena ver o desfile,1
sao quase duas horas de muita animacao onde tem a participacao de pessoas de todas a idades,1
tudo muito organizado,1
a dica e chegar com antecedencia para pegar bom lugar,1
apos o desfile a festa continua no pavilhao proprio onde tem enormes espacos com comida bandas bebida banheiro e muita diversao,1
o desfile e gratuito e no pavilhao onde a festa acontece e pago a entrada,1
lugar bem limpo organizado ambiente tranquilo pra familia muita gente bonita e educada bom pra se divertir beber e comer muitas lojinhas de lembrancinhas locais ou com tema da festa pavilhoes com ambientes diferentes porem todos animados,1
 so achei que tinha que ter mais bancos espalhados por toda vila germanica pois tem hora que cansa ficar em pe a noite toda onde existe a galera nao sai pra nao perder o lugar rs tipo uns bancos de pracas ja quebraria um galho legal ,0
tirando isso e otimo pra quem gosta de cerveja como eu vai amar,1
umas festas otima super bem organizada,1
ha diversos banheiros limpos espalhados pelo local opcoes de a um preco justo para quem vem de sp se alguem derrubar um pouco de chop no chao cerca de min,1
depois ja tem alguem limpando,1
ha segurancas para evitar brigas ou outros comportamentos perigosos,1
a festa possui palcos com bandas muito animadas que nao tem como ficar parado,1
se voce souber meia duzia de palavras em alemao fica ainda melhor,1
pelo menos o seguinte vale a pena coloca no google para ouvir a pronuncia ein prosit ein prosit der gemutlichkeit eins zwei drei vier o refrao de viva colonia,1
outra coisa importante e que o perfil da festa muda durante o dia e os dias de semana sao mais as familias de sabado a noite a vila germanica fica muito cheia e ai tem menos familias,0
mas para quem gosta de festa todos os dias a noite sao interessantes so fui de quinta a domingo,1
fomos com criancas e adulto acima de anos todos gostaram muito,1
estava muito cheio porque era o ultimo dia e algumas atracoes eram gratuitas entao as criancas nao foram ao parque devido as filas mas mesmo assim valeu a pena e fiquei com vontade de voltar,1
festa linda maravilhosa organizada tudo muito limpo,1
possui varios pavilhoes lojas parque de diversoes comida tipica muito chop danca e alegria recomendamos,1
e uma festa muito bem organizada com um povo bonito educado simpatico e durante o dia e um ambiente bem familiar com muita musica regional,1
tem setores com um palco diferente em cada setor,1
varias opcoes de restaurantes e comidinhas alem e claro de cerveja em abundancia geladinha e da melhor qualidade,1
esta festa esta entre uma das melhores que ja fui muita paz pessoas bonitas e claro muito chopp de qualidade,1
se conseguir ano que vem estarei novamente por la,1
apesar das imagens sempre aparecerem tomadores compulsivos de chopp a festa e composta de otimos locais para comer com uma variedade grande de comidas tipicas,1
lojas ao redor nao tem apenas lembrancas bobas mas varios objetos de colecionadores,1
o interessante aqui e ver pessoas bebendo enquanto compram bem inusitado,1
um parque de diversoes esta incluso no complexo,1
o evento conta com pavilhoes grandes com varios eventos de musica ocorrendo ao mesmo tempo,1
